"23843496133420402","2019-02-01","2019-02-14"
"23843487051340402","2019-01-25","2019-02-28"
"23843496112370402","2019-01-25","2019-02-28"
"23843793336510402","2019-07-02","2019-07-25"
"23843803648830402","2019-07-02","2019-07-25"
"23843803649870402","2019-07-02","2019-07-25"
"23843496116750402","2019-01-25","2019-02-28"
"23843496133840402","2019-01-25","2019-02-28"
"23843496135170402","2019-01-25","2019-02-28"
"23843806373530402","2019-07-02","2019-07-25"
"23843806375790402","2019-07-02","2019-07-25"
"23843806376810402","2019-07-02","2019-07-25"
"23843500734440402","2019-01-25","2019-02-28"
"23843500754490402","2019-01-25","2019-02-28"
"23843500756130402","2019-01-25","2019-02-28"
"23843500771420402","2019-01-25","2019-02-28"
"23843500774170402","2019-01-25","2019-02-28"
"23843502914210402","2019-01-25","2019-02-28"
"23843806380870402","2019-07-02","2019-07-25"
"23843808650330402","2019-07-02","2019-07-25"
"23843808652320402","2019-07-02","2019-07-25"
"23843814185160402","2019-07-02","2019-07-25"
"23843821055470402","2019-07-02","2019-07-25"
"23843502924630402","2019-01-25","2019-02-28"
"23843504291900402","2019-01-25","2019-02-28"
"23843506174400402","2019-01-25","2019-02-28"
"23843506176850402","2019-01-25","2019-02-28"
"23843896230220402","2019-08-23","2019-08-25"
"23843511703030402","2019-01-25","2019-02-28"
"23843896230240402","2019-08-23","2019-08-25"
"23843821058690402","2019-07-02","2019-07-25"
"23843821060430402","2019-07-02","2019-07-25"
"23843513408220402","2019-01-25","2019-02-28"
"23843761856400402","2019-06-28","2019-06-30"
"23843761806830402","2019-06-28","2019-06-30"
"23843761806900402","2019-06-28","2019-06-30"
"23843761806910402","2019-06-28","2019-06-30"
"23843896193590402","2019-08-23","2019-08-25"
"23843896195360402","2019-08-23","2019-08-25"
"23843896197600402","2019-08-23","2019-08-25"
"23843896212790402","2019-08-23","2019-08-25"
"23843881031990402","2019-08-15","2019-08-31"
"23843881032020402","2019-08-15","2019-08-31"
"23843881032030402","2019-08-15","2019-08-31"
"23843881028530402","2019-08-15","2019-08-31"
"23843761806920402","2019-06-28","2019-06-30"
"23843761806930402","2019-06-28","2019-06-30"
"23843881028930402","2019-08-15","2019-08-31"
"23843881030170402","2019-08-15","2019-08-31"
"23843880701530402","2019-08-15","2019-08-18"
"23843880702170402","2019-08-15","2019-08-18"
"23843880704870402","2019-08-15","2019-08-18"
"23843880980630402","2019-08-15","2019-08-18"
"23843880982360402","2019-08-15","2019-08-18"
"23843880983070402","2019-08-15","2019-08-18"
"23843761806950402","2019-06-28","2019-06-30"
"23843761806960402","2019-06-28","2019-06-30"
"23843761839200402","2019-06-28","2019-06-30"
"23843761839220402","2019-06-28","2019-06-30"
"23843761839230402","2019-06-28","2019-06-30"
"23843761839240402","2019-06-28","2019-06-30"
"23843880983090402","2019-08-15","2019-08-18"
"23843875377800402","2019-08-13","2019-08-25"
"23843875390480402","2019-08-13","2019-08-25"
"23843875393010402","2019-08-13","2019-08-25"
"23843878508760402","2019-08-13","2019-08-25"
"23843878518510402","2019-08-13","2019-08-25"
"23843846327590402","2019-08-02","2019-08-31"
"23843846329510402","2019-08-02","2019-08-31"
"23843846414740402","2019-08-02","2019-08-31"
"23843895780280402","2019-08-02","2019-08-31"
"23843896238380402","2019-08-02","2019-08-31"
"23843826906120402","2019-07-26","2019-08-25"
"23843832639040402","2019-07-26","2019-08-25"
"23843832644050402","2019-07-26","2019-08-25"
"23843832647100402","2019-07-26","2019-08-25"
"23843832648670402","2019-07-26","2019-08-25"
"23843835766270402","2019-07-26","2019-08-25"
"23843835785030402","2019-07-26","2019-08-25"
"23843761839260402","2019-06-28","2019-06-30"
"23843761839280402","2019-06-28","2019-06-30"
"23843761839290402","2019-06-28","2019-06-30"
"23843761714230402","2019-06-28","2019-06-30"
"23843761715300402","2019-06-28","2019-06-30"
"23843761721330402","2019-06-28","2019-06-30"
"23843761727900402","2019-06-28","2019-06-30"
"23843761731740402","2019-06-28","2019-06-30"
"23843761767340402","2019-06-28","2019-06-30"
"23843761772520402","2019-06-28","2019-06-30"
"23843835786240402","2019-07-26","2019-08-25"
"23843835788120402","2019-07-26","2019-08-25"
"23843835789590402","2019-07-26","2019-08-25"
"23843846651720402","2019-07-26","2019-08-25"
"23843878457040402","2019-07-26","2019-08-25"
"23843882395610402","2019-07-26","2019-08-25"
"23843883063510402","2019-07-26","2019-08-25"
"23843887946530402","2019-07-26","2019-08-25"
"23843887959810402","2019-07-26","2019-08-25"
"23843761779050402","2019-06-28","2019-06-30"
"23843761785020402","2019-06-28","2019-06-30"
"23843761794270402","2019-06-28","2019-06-30"
"23843761801140402","2019-06-28","2019-06-30"
"23843761802800402","2019-06-28","2019-06-30"
"23843761805560402","2019-06-28","2019-06-30"
"23843755469330402","2019-06-25","2019-07-16"
"23843755470160402","2019-06-25","2019-07-16"
"23843757908160402","2019-06-25","2019-07-16"
"23843783080490402","2019-06-25","2019-07-16"
"23843787511820402","2019-06-25","2019-07-16"
"23843787521560402","2019-06-25","2019-07-16"
"23843793339830402","2019-06-25","2019-07-16"
"23843793343330402","2019-06-25","2019-07-16"
"23843717021170402","2019-06-07","2019-06-09"
"23843717021210402","2019-06-07","2019-06-09"
"23843717021230402","2019-06-07","2019-06-09"
"23843717021240402","2019-06-07","2019-06-09"
"23843717009570402","2019-06-07","2019-06-09"
"23843717010750402","2019-06-07","2019-06-09"
"23843717018630402","2019-06-07","2019-06-09"
"23843717020200402","2019-06-07","2019-06-09"
"23843712529720402","2019-06-05","2019-06-17"
"23844100841650402","2019-10-30","2019-10-30"
"23843712529730402","2019-06-05","2019-06-17"
"23843712529740402","2019-06-05","2019-06-17"
"23843712529750402","2019-06-05","2019-06-17"
"23843712529760402","2019-06-05","2019-06-17"
"23843712529770402","2019-06-05","2019-06-17"
"23843712529790402","2019-06-05","2019-06-17"
"23843712328020402","2019-06-05","2019-06-17"
"23843712344960402","2019-06-05","2019-06-17"
"23843712433900402","2019-06-05","2019-06-17"
"23843712438270402","2019-06-05","2019-06-17"
"23843712481930402","2019-06-05","2019-06-17"
"23843712512280402","2019-06-05","2019-06-17"
"23843712525590402","2019-06-05","2019-06-17"
"23843710519110402","2019-06-04","2019-06-16"
"23843710519160402","2019-06-04","2019-06-16"
"23843710519180402","2019-06-04","2019-06-16"
"23843710519190402","2019-06-04","2019-06-16"
"23843710514100402","2019-06-04","2019-06-16"
"23843710514650402","2019-06-04","2019-06-16"
"23843710515430402","2019-06-04","2019-06-16"
"23844077859330402","2019-10-27","2019-10-27"
"23844077849990402","2019-10-27","2019-10-27"
"23844077850760402","2019-10-27","2019-10-27"
"23844077853890402","2019-10-27","2019-10-27"
"23844077866320402","2019-10-27","2019-10-27"
"23844077881480402","2019-10-27","2019-10-27"
"23844100851330402","2019-10-29","2019-10-29"
"23844100841650402","2019-10-29","2019-10-29"
